PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,OS MAKER,BROWSER,BROWSER VERSION,APPLICATION,APPLICATION VERSION,LANGUAGE CODE,COUNTRY CODE,UNKNOWN PROPERTIES
35402,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,12.0,Unknown,Unknown,Unknown,Unknown,6
35222,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Unknown,Computer,Unknown,WINDOWS,Vista,Microsoft Corporation,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,6
35118,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,4.1,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
34844,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fi-FI) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,fi,FI,1
34462,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; ja-JP) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,ja,JP,1
34247,"Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; ST25i Build/6.0.B.3.184) Times/1.3.0",Smartphone,Unknown,ST25i,Unknown,ANDROID,2.3.7,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
34208,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-IE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,IE,1
34158,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,US,1
34085,"Mozilla/5.0 (Windows NT 6.0; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,Vista,Microsoft Corporation,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,6
33923,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,13.0.1,Unknown,Unknown,Unknown,Unknown,6
33496,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; el-GR) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,el,GR,1
33370,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
33366,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Sunday Times,223,fr,FR,1
33289,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-AT) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,de,AT,1
33206,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3,Apple Inc.,Mozilla,Unknown,Times,1.3.1,en,GB,1
33115,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,en,AU,1
32994,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A403",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Apple Mail,Unknown,Unknown,Unknown,Unknown,Unknown,5
32973,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
32945,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,SG,1
32901,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-BR) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,pt,BR,1
32629,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,US,1
32396,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,HK,1
32297,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,da,DK,1
32051,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
31944,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9070 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I9070,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
31934,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BM) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,BM,1
31840,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.0.2",Smartphone,Apple,iPhone,iPhone,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,Times,1.0.2,en,GB,1
31424,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-ZA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,ZA,1
31234,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,es,ES,1
31163,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
31061,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,US,1
31030,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Apple,Computer,Unknown,MAC OS X,10.6,Apple Inc.,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,5
31007,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fi-FI) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,fi,FI,1
31002,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-MT) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,MT,1
30912,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
30874,"Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Safari,5.0.2,Unknown,Unknown,en,gb,2
30828,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9000 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I9000,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
30714,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,fr,FR,1
30601,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
30398,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; de-DE) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,de,DE,1
30208,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,US,1
29392,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,es,ES,1
29327,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Apple,Computer,Unknown,MAC OS X,10.7,Apple Inc.,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,5
29294,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-HK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,HK,1
29219,"Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Safari,5.0.2,Unknown,Unknown,en,us,2
29056,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,BB,1
29000,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,en,AU,1
28918,"Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_2 like Mac OS X; en-US) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,3.2.2,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,US,1
28763,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-ie; GT-I9300 Build/IMM76D) Times/1.3.0",Smartphone,Unknown,GT-I9300,Unknown,ANDROID,4.0.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,ie,3
28579,"Mozilla/5.0 (Linux; U; Android 2.2; en-gb; HTC Desire Build/FRF91) Times/1.2.3",Smartphone,HTC,Desire,Unknown,ANDROID,2.2,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,2
28523,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,en,GB,1
28469,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100P Build/IMM76D) Times/1.3.0",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,4.0.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
28315,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.0.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1,Apple Inc.,Mozilla,Unknown,Times,1.0.2,en,GB,1
28248,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
28173,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,US,1
28078,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",Computer,Apple,Computer,Unknown,MAC OS X,10.7.2,Apple Inc.,Safari,5.1.1,Unknown,Unknown,Unknown,Unknown,5
27976,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,de,DE,1
27878,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,BE,1
27787,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.0.2",Smartphone,Apple,iPhone,iPhone,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Times,1.0.2,en,GB,1
27718,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-HK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,HK,1
27702,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,nb,NO,1
27661,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-IE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,IE,1
27451,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US-POSIX) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,Unknown,Unknown,3
27434,"Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; NOKIA; Lumia 710) TheTimes.App",Smartphone,NOKIA,Lumia 710,Lumia 710,WINDOWS PHONE,7.0,Microsoft Corporation,Internet Explorer,7.0,Unknown,Unknown,Unknown,Unknown,4
27423,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,16.0,Unknown,Unknown,Unknown,Unknown,6
27420,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/4.1.3 Safari/533.19.4",Computer,Apple,Computer,Unknown,MAC OS X,10.4.11,Apple Inc.,Safari,4.1.3,Unknown,Unknown,Unknown,Unknown,5
27397,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.2",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
27395,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-CH) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,de,CH,1
27323,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,5.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,en,GB,1
27309,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,en,US,1
27014,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.2,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
26964,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; HTC Vision Build/GRI40) Times/1.3.0",Smartphone,HTC,Vision,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
26900,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,ZA,1
26748,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
26739,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-LU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,fr,LU,1
26686,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; pl-PL) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,pl,PL,1
26521,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; SK17i Build/4.0.2.A.0.62) Times/1.3.0",Smartphone,Unknown,SK17i,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
26359,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,BE,1
26336,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; MT15i Build/4.0.2.A.0.62) Times/1.3.0",Smartphone,Unknown,MT15i,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
25972,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
25815,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP06)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
25809,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
25587,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; DB01027012; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 1.1.4322; .NET CLR 3.0.04506.648; .NET CLR 1.0.3705; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,7.0,Unknown,Unknown,Unknown,Unknown,6
25567,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.0,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
25475,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,US,1
25405,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
25348,"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Robot/Spider,Unknown,Unknown,Unknown,Unknown,Unknown,11
25329,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-KE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,KE,1
25184,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,US,1
25094,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-S5570 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-S5570,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
24968,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,HK,1
24874,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,IE,1
24720,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; XOOM 2 ME Build/7.7.1-128_MZ607-14) Times/1.3.0",Tablet,Unknown,XOOM 2 ME,Unknown,ANDROID,4.0.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
24715,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.2",Smartphone,Apple,iPhone,iPhone,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,Times,1.2,en,GB,1
24685,"Mozilla/5.0 (Linux; Android 4.1.1; Nexus 7 Build/JRO03D) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166  Safari/535.19",Smartphone,Unknown,Nexus 7,Unknown,ANDROID,4.1.1,Google Inc.,Chrome,18.0.1025.166,Unknown,Unknown,Unknown,Unknown,6
24505,"Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Safari,5.0.2,Unknown,Unknown,en,gb,2
24467,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,US,1
24421,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,US,1
24414,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-US) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,US,1
24322,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nl-NL) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Sunday Times,223,nl,NL,1
24275,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,en,CA,1
24183,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; is-IS) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,is,IS,1
