PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,BROWSER,BROWSER VERSION,UNKNOWN PROPERTIES
433079,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,21.0.1180.89,3
430047,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
423917,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
416779,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-I9100,Unknown,Android,4.0.4,Mozilla,Unknown,3
412582,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
411607,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-NZ) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
402492,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
390670,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
386465,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
374792,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
369589,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
365980,Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_2 like Mac OS X; en-GB) iPadTimes/2.4,Tablet,Apple,iPad,iPad,iOS,3.2.2,Mozilla,Unknown,1
363301,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
362486,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
361838,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
357076,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
355684,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-N7000 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-N7000,Unknown,Android,4.0.4,Mozilla,Unknown,3
345569,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-CH) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
338799,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,22.0.1229.79,3
334578,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
326803,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,15.0.1,3
325031,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,XP,Chrome,22.0.1229.79,3
323511,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.4,Mozilla,Unknown,1
322355,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
318229,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.4,Mozilla,Unknown,3
308899,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Firefox,15.0.1,3
302372,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nl-NL) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
295384,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML like Gecko) Version/5.0.6 Safari/533.22.3,Computer,Apple,Unknown,Unknown,Mac OS X,10.5.8,Safari,5.0.6,2
287541,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-ZA) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
286717,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire S Build/GRJ90) Times/1.3.0,Mobile,HTC,Desire S,Unknown,Android,2.3.5,Mozilla,Unknown,2
286377,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
278271,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
265168,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
259151,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
250644,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.0.1,Mozilla,Unknown,1
244573,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
242454,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
240425,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
229240,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.83 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,21.0.1180.83,3
228796,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-DE) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
226106,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-I9100P Build/IML74K) Times/1.3.0,Mobile,Unknown,GT-I9100P,Unknown,Android,4.0.3,Mozilla,Unknown,3
225214,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; HTC One X Build/IMM76D) Times/1.3.0,Mobile,HTC,One X,Unknown,Android,4.0.4,Mozilla,Unknown,2
222658,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPod touch,iPod touch,iOS,5.1.1,Mozilla,Unknown,1
220176,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,22.0.1229.79,3
212574,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times/1.3.2,Mobile,Apple,iPod touch,iPod touch,iOS,6.0,Mozilla,Unknown,1
212195,Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Nexus 7 Build/JRO03D) Times/1.3.0,Mobile,Unknown,Nexus 7,Unknown,Android,4.1.1,Mozilla,Unknown,3
210294,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
209855,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
209409,Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Safari,5.1,0
207282,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
206078,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.2.1,Mozilla,Unknown,1
204673,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
200719,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
199837,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
197883,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
194935,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.94 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,22.0.1229.94,3
190548,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC One S Build/IML74K) Times/1.3.0,Mobile,HTC,One S,Unknown,Android,4.0.3,Mozilla,Unknown,2
189704,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
189687,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.14 (KHTML like Gecko) Version/6.0.1 Safari/536.26.14,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.5,Safari,6.0.1,2
188067,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; sv-SE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
187131,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,14.0.1,3
185751,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
179803,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
178834,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-NZ) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
178673,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire HD A9191 Build/GRJ90) Times/1.3.0,Mobile,HTC,Desire HD A9191,Unknown,Android,2.3.5,Mozilla,Unknown,2
177229,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.5,Mozilla,Unknown,3
173801,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
167590,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.6,Firefox,15.0.1,2
164805,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
164411,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I8160 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I8160,Unknown,Android,2.3.6,Mozilla,Unknown,3
164213,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Sensation Z710e Build/IML74K) Times/1.3.0,Mobile,HTC,Sensation Z710e,Unknown,Android,4.0.3,Mozilla,Unknown,2
163786,Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Mobile/9B206,Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Mail,Unknown,1
161579,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times/1.3.2,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
159812,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,15.0,3
159761,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
158609,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-US) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
157157,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
154496,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC One X Build/IML74K) Times/1.3.0,Mobile,HTC,One X,Unknown,Android,4.0.3,Mozilla,Unknown,2
154050,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.7,Firefox,15.0.1,2
152566,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-CH) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
152475,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
149381,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Chrome,21.0.1180.89,2
146627,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Chrome,21.0.1180.89,2
145061,Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-GB) iPadTimes/2.4,Tablet,Apple,iPad,iPad,iOS,3.2,Mozilla,Unknown,1
143542,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
143293,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
143244,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
140885,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Sunday Times/2.1.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
140136,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
139809,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.5,Mozilla,Unknown,1
139468,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.3,Mozilla,Unknown,1
137061,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
136680,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
135262,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.56.5 (KHTML like Gecko) Version/5.1.6 Safari/534.56.5,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Safari,5.1.6,2
133582,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
130619,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
128630,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
127957,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-AU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
126163,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
124339,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.83 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,21.0.1180.83,3
122937,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9100P,Unknown,Android,2.3.6,Mozilla,Unknown,3
121797,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25,Mobile,Apple,iPhone,iPhone,iOS,6.0,Safari,6.0,0
118492,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-CN) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
117575,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.92 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,22.0.1229.92,3
115243,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nl-NL) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
113001,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.2,Mobile,Apple,iPod touch,iPod touch,iOS,5.1.1,Mozilla,Unknown,1
112749,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
112388,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-CH) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
110444,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,14.0.1,3
107300,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Sensation XE with Beats Audio Z715e Build/IML74K) Times/1.3.0,Mobile,HTC,Sensation XE with Beats Audio Z715e,Unknown,Android,4.0.3,Mozilla,Unknown,2
106809,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,15.0,3
104614,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
104007,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-AU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
103779,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.2.1,Mozilla,Unknown,1
103453,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.2.2,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.3,Mozilla,Unknown,3
101900,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; sv-SE) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
101872,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.83 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,XP,Chrome,21.0.1180.83,3
101653,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML like Gecko) Version/5.1.7 Safari/534.57.2,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Safari,5.1.7,2
100641,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
99855,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.2.1,Mozilla,Unknown,1
99725,Mozilla/5.0 (iPad; CPU OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Version/5.1 Mobile/9B176 Safari/7534.48.3,Tablet,Apple,iPad,iPad,iOS,5.1,Safari,5.1,0
99283,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
99238,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
98916,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5830,Unknown,Android,2.3.3,Mozilla,Unknown,3
98659,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
98454,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-AU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
97647,Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_1 like Mac OS X; en-GB) iPadTimes/2.4,Tablet,Apple,iPad,iPad,iOS,3.2.1,Mozilla,Unknown,1
97430,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
96892,Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Galaxy Nexus Build/JRO03C) Times/1.3.0,Mobile,Unknown,Galaxy Nexus,Unknown,Android,4.1.1,Mozilla,Unknown,3
96288,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
95162,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
94080,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.25 (KHTML like Gecko) Version/6.0 Safari/536.25,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.5,Safari,6.0,2
93129,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MATM),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
