PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,BROWSER,BROWSER VERSION,UNKNOWN PROPERTIES
17098,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.8,Firefox,14.0.1,2
17081,Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,11.0,3
17002,Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,22.0.1229.79,3
16948,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:12.0) Gecko/20100101 Firefox/12.0,Computer,Apple,Unknown,Unknown,Mac OS X,10.6,Firefox,12.0,2
16871,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IN) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
16819,Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-US) iPadTimes/2.4,Tablet,Apple,iPad,iPad,iOS,3.2,Mozilla,Unknown,1
16728,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-BE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
16723,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
16645,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; nl-NL) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
16500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML like Gecko) Version/5.1.1 Safari/534.51.22,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Safari,5.1.1,2
16395,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; yie9),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
16342,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MANM),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
16316,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,7.0,3
16273,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-NA) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
16226,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; MK16i Build/4.0.2.A.0.62) Times/1.3.0,Mobile,Unknown,MK16i,Unknown,Android,2.3.4,Mozilla,Unknown,3
16222,Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; GT-I9300 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-I9300,Unknown,Android,4.0.4,Mozilla,Unknown,3
16220,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ru-RU) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
16214,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; el-GR) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
16115,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BE) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
16093,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; yie9),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
16045,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
16010,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ca-ES) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
16001,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; tr-TR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
15924,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; MS-RTC LM 8),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
15915,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-CN) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
15872,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nb-NO) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
15857,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.2.3,Mobile,Unknown,GT-I9100P,Unknown,Android,2.3.4,Mozilla,Unknown,3
15850,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-BE) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15692,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; fr-CH) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
15691,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; da-DK) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
15686,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
15651,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15559,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-P3110 Build/IML74K) Times/1.3.0,Mobile,Unknown,GT-P3110,Unknown,Android,4.0.3,Mozilla,Unknown,3
15531,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15503,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.57.2 (KHTML like Gecko) Version/5.1.7 Safari/534.57.2,Computer,Unknown,Unknown,Unknown,Windows,7,Safari,5.1.7,3
15468,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-MT) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15444,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML like Gecko) Version/5.1.2 Safari/534.52.7,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.2,Safari,5.1.2,2
15366,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15267,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.0,Mozilla,Unknown,1
15236,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-DE) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
15181,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nb-NO) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
15170,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-ZA) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
15160,Mozilla/5.0 (Linux; U; Android 4.1.1; en-us; Galaxy Nexus Build/JRO03C) Times/1.3.0,Mobile,Unknown,Galaxy Nexus,Unknown,Android,4.1.1,Mozilla,Unknown,3
15150,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
15096,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,7.0,3
15081,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB@calendar=buddhist) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
15064,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.5 (KHTML like Gecko) Version/5.1.7 Safari/534.57.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Safari,5.1.7,2
15062,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-NZ) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
15054,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; it-IT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
14988,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.4,Mozilla,Unknown,1
14914,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-US) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.2.1,Mozilla,Unknown,1
14894,Opera/9.80 (Macintosh; Intel Mac OS X 10.6.8; U; en) Presto/2.10.289 Version/12.02,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Opera,12.02,2
14831,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
14831,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; hu-HU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
14811,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.82 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Chrome,21.0.1180.82,2
14747,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
14714,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
14684,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,5.0.1,Mozilla,Unknown,1
14592,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
14586,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
14512,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
14510,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-IE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
14504,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; HTC Wildfire S A510e Build/GRI40) Times/1.3.0,Mobile,HTC,Wildfire S A510e,Unknown,Android,2.3.3,Mozilla,Unknown,2
14501,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
14458,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; de-CH) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
14447,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,7.0,3
14441,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/15.0.874.121; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.2),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
14412,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Sunday Times/2.1.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
14387,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; yie8),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
14382,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
14374,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
14359,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.2) Gecko/20100101 Firefox/10.0.2,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,10.0.2,3
14303,Mozilla/5.0 (iPhone; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3,Mobile,Apple,iPhone,iPhone,iOS,5.0.1,Safari,5.1,0
14297,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; ru-RU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
14296,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-N7000 Build/IML74K) Times/1.3.0,Mobile,Unknown,GT-N7000,Unknown,Android,4.0.3,Mozilla,Unknown,3
14268,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
14204,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.2,Mobile,Apple,iPhone,iPhone,iOS,4.3.3,Mozilla,Unknown,1
14186,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; sv-SE) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
14176,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;ENUS),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
14079,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MALC),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
14040,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
13910,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-IN) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
13895,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
13867,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; eSobiSubscriber 2.0.4.16; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
13819,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
13810,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; it-IT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
13759,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.3,Mozilla,Unknown,1
13751,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9070P Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9070P,Unknown,Android,2.3.6,Mozilla,Unknown,3
13745,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,5.0,Mozilla,Unknown,1
13629,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.5,Chrome,21.0.1180.89,2
13607,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
13588,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; MZ604 Build/I.7.1-45) Times/1.3.0,Mobile,Unknown,MZ604,Unknown,Android,4.0.4,Mozilla,Unknown,3
13551,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.3; MS-RTC LM 8; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,8.0,3
13474,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:11.0) Gecko/20100101 Firefox/11.0,Computer,Unknown,Unknown,Unknown,Linux,Unknown,Firefox,11.0,4
13425,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; HTC Sensation Z710e Build/GRJ22) Times/1.3.0,Mobile,HTC,Sensation Z710e,Unknown,Android,2.3.4,Mozilla,Unknown,2
13396,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
13366,Opera/9.80 (Windows NT 5.1; U; en) Presto/2.10.289 Version/12.02,Computer,Unknown,Unknown,Unknown,Windows,XP,Opera,12.02,3
13357,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-SG) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
13349,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BB) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
13345,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BM) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
13340,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; es-ES) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
13322,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.82 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Chrome,21.0.1180.82,2
13270,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
13266,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
13193,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.0.1,Mozilla,Unknown,1
13143,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
13071,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-P5110 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-P5110,Unknown,Android,4.0.4,Mozilla,Unknown,3
13027,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.8.0,Chrome,21.0.1180.89,2
12980,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
12976,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; Sony Tablet S Build/TISU0R0110) Times/1.3.0,Mobile,Sony,Tablet S,Unknown,Android,4.0.3,Mozilla,Unknown,2
12949,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; nb-NO) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
12948,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
12887,Mozilla/5.0 (Windows NT 6.0; rv:12.0) Gecko/20100101 Firefox/12.0,Computer,Unknown,Unknown,Unknown,Windows,Vista,Firefox,12.0,3
12877,Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; BlackBerry Runtime for Android Apps Build/2.0.1.30) Times/1.2.3,Mobile,Unknown,BlackBerry Runtime for Android Apps,Unknown,Android,2.3.3,Mozilla,Unknown,3
12862,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.1,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
12833,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
12777,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-CN) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
12569,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-NZ) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
12547,Mozilla/5.0 (Windows NT 6.1; rv:13.0) Gecko/20100101 Firefox/13.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,13.0,3
12532,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; it-IT) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
12448,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; FunWebProducts),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
12334,Mozilla/5.0 (Linux; U; Android 3.2; en-gb; GT-P7500 Build/HTJ85B) Times/1.3.0,Tablet,Unknown,GT-P7500,Unknown,Android,3.2,Mozilla,Unknown,3
